Air Pollution - Particulate Matter for United States by County
"All Races (includes Hispanic/Latino), Both Sexes, All Ages, 2019"

Sorted by Percent

County,FIPS,Micrograms per cubic meter (PM2.5)(2)
"Trigg County, Kentucky",21221,8.0
"Val Verde County, Texas",48465,8.0
"Vernon County, Missouri",29217,8.0
"Warren County, North Carolina",37185,8.0
"Washington County, Arkansas",05143,8.0
"Washington County, Minnesota",27163,8.0
"Whitley County, Kentucky",21235,8.0
"Winneshiek County, Iowa",19191,8.0
"Adair County, Kentucky",21001,7.9
"Adams County, Wisconsin",55001,7.9
"Allen County, Kentucky",21003,7.9
"Andrew County, Missouri",29003,7.9
"Archer County, Texas",48009,7.9
"Arkansas County, Arkansas",05001,7.9
"Atchison County, Kansas",20005,7.9
"Audrain County, Missouri",29007,7.9
"Boone County, Arkansas",05009,7.9
"Brown County, Illinois",17009,7.9
"Buffalo County, Wisconsin",55011,7.9
"Callaway County, Missouri",29027,7.9
"Campbell County, Tennessee",47013,7.9
"Caroline County, Virginia",51033,7.9
"Clark County, Missouri",29045,7.9
"Clearwater County, Idaho",16035,7.9
"Cole County, Missouri",29051,7.9
"Comanche County, Texas",48093,7.9
"Dewey County, Oklahoma",40043,7.9
"Estill County, Kentucky",21065,7.9
"Fannin County, Georgia",13111,7.9
"Fauquier County, Virginia",51061,7.9
"Fredericksburg City, Virginia",51630,7.9
"Galveston County, Texas",48167,7.9
"Gem County, Idaho",16045,7.9
"Goodhue County, Minnesota",27049,7.9
"Green Lake County, Wisconsin",55047,7.9
"Greene County, Tennessee",47059,7.9
"Halifax County with South Boston City, Virginia",51083,7.9
"Halifax County, North Carolina",37083,7.9
"Hernando County, Florida",12053,7.9
"Hoke County, North Carolina",37093,7.9
"Jack County, Texas",48237,7.9
"Jackson County, Kentucky",21109,7.9
"Jersey County, Illinois",17083,7.9
"Kay County, Oklahoma",40071,7.9
"Knox County, Kentucky",21121,7.9
"LaPorte County, Indiana",18091,7.9
"Lake County, Montana",30047,7.9
"Lauderdale County, Tennessee",47097,7.9
"Mahaska County, Iowa",19123,7.9
"Manitowoc County, Wisconsin",55071,7.9
"Marion County, Arkansas",05089,7.9
"Metcalfe County, Kentucky",21169,7.9
"Middlesex County, New Jersey",34023,7.9
"Monroe County, Pennsylvania",42089,7.9
"Montgomery County, North Carolina",37123,7.9
"Muskegon County, Michigan",26121,7.9
"New Haven County, Connecticut",09009,7.9
"Northampton County, North Carolina",37131,7.9
"Obion County, Tennessee",47131,7.9
"Polk County, Tennessee",47139,7.9
"Portage County, Wisconsin",55097,7.9
"Poweshiek County, Iowa",19157,7.9
"Putnam County, New York",36079,7.9
"Rhea County, Tennessee",47143,7.9
"Richland County, South Carolina",45079,7.9
"Rio Blanco County, Colorado",08103,7.9
"Saginaw County, Michigan",26145,7.9
"Sanilac County, Michigan",26151,7.9
"Sheboygan County, Wisconsin",55117,7.9
"Spencer County, Indiana",18147,7.9
"Tama County, Iowa",19171,7.9
"Taylor County, Florida",12123,7.9
"Todd County, Kentucky",21219,7.9
"Tuscaloosa County, Alabama",01125,7.9
"Tyler County, West Virginia",54095,7.9
"Ventura County, California",06111,7.9
"Wabasha County, Minnesota",27157,7.9
"Wapello County, Iowa",19179,7.9
"Weakley County, Tennessee",47183,7.9
"Wetzel County, West Virginia",54103,7.9
"Wilkes County, North Carolina",37193,7.9
"Wilson County, North Carolina",37195,7.9
"Wood County, Wisconsin",55141,7.9
"Yuma County, Arizona",04027,7.9
"Anderson County, Kansas",20003,7.8
"Boulder County, Colorado",08013,7.8
"Boyd County, Kentucky",21019,7.8
"Bradford County, Florida",12007,7.8
"Brown County, Texas",48049,7.8
"Brunswick County, Virginia",51025,7.8
"Butler County, Iowa",19023,7.8
"Cheatham County, Tennessee",47021,7.8
"Chickasaw County, Iowa",19037,7.8
"Chippewa County, Wisconsin",55017,7.8
"Citrus County, Florida",12017,7.8
"Clay County, Kentucky",21051,7.8
"Cocke County, Tennessee",47029,7.8
"Contra Costa County, California",06013,7.8
"Coos County, Oregon",41011,7.8
"Cumberland County, New Jersey",34011,7.8
"Dodge County, Wisconsin",55027,7.8
"Dutchess County, New York",36027,7.8
"Elk County, Pennsylvania",42047,7.8
"Franklin County, Kansas",20059,7.8
"Franklin County, Tennessee",47051,7.8
"Fulton County, Arkansas",05049,7.8
"Geary County, Kansas",20061,7.8
"Glenn County, California",06021,7.8
"Grundy County, Iowa",19075,7.8
"Hancock County, Tennessee",47067,7.8
"Haywood County, Tennessee",47075,7.8
"Henry County, Tennessee",47079,7.8
"Henry County, Virginia",51089,7.8
"Hillsborough County, Florida",12057,7.8
"Hunterdon County, New Jersey",34019,7.8
"Jackson County, Wisconsin",55053,7.8
"Jasper County, Iowa",19099,7.8
"Kanawha County, West Virginia",54039,7.8
"Lincoln County, Tennessee",47103,7.8
"Marathon County, Wisconsin",55073,7.8
"Marquette County, Wisconsin",55077,7.8
"Marshall County, Iowa",19127,7.8
"McHenry County, Illinois",17111,7.8
"Midland County, Texas",48329,7.8
"Mills County, Texas",48333,7.8
"Monroe County, Tennessee",47123,7.8
"Montcalm County, Michigan",26117,7.8
"Montgomery County, Missouri",29139,7.8
"Montgomery County, Tennessee",47125,7.8
"Morris County, Kansas",20127,7.8
"Nemaha County, Kansas",20131,7.8
"Oakland County, Michigan",26125,7.8
"Orleans Parish, Louisiana",22071,7.8
"Perry County, Kentucky",21193,7.8
"Polk County, North Carolina",37149,7.8
"Pottawattamie County, Iowa",19155,7.8
"Powell County, Kentucky",21197,7.8
"Putnam County, Florida",12107,7.8
"Queens County, New York",36081,7.8
"Robeson County, North Carolina",37155,7.8
"Rowan County, Kentucky",21205,7.8
"Russell County, Kentucky",21207,7.8
"San Saba County, Texas",48411,7.8
"Sarpy County, Nebraska",31153,7.8
"Scotland County, North Carolina",37165,7.8
"Searcy County, Arkansas",05129,7.8
"Sequatchie County, Tennessee",47153,7.8
"St. Bernard Parish, Louisiana",22087,7.8
"Ste. Genevieve County, Missouri",29186,7.8
"Tangipahoa Parish, Louisiana",22105,7.8
"Waupaca County, Wisconsin",55135,7.8
"Waushara County, Wisconsin",55137,7.8
"Wayne County, North Carolina",37191,7.8
"Wirt County, West Virginia",54105,7.8
"Wood County, West Virginia",54107,7.8
"York County, South Carolina",45091,7.8
"Amelia County, Virginia",51007,7.7
"Armstrong County, Pennsylvania",42005,7.7
"Black Hawk County, Iowa",19013,7.7
"Boundary County, Idaho",16021,7.7
"Breathitt County, Kentucky",21025,7.7
"Brown County, Kansas",20013,7.7
"Campbell County, Virginia",51031,7.7
"Carter County, Oklahoma",40019,7.7
"Charlotte County, Florida",12015,7.7
"Chase County, Kansas",20017,7.7
"Collier County, Florida",12021,7.7
"Dade County, Missouri",29057,7.7
"Eastland County, Texas",48133,7.7
"Eau Claire County, Wisconsin",55035,7.7
"Edgecombe County, North Carolina",37065,7.7
"Edgefield County, South Carolina",45037,7.7
"Florence County, South Carolina",45041,7.7
"Floyd County, Kentucky",21071,7.7
"Frederick County, Virginia",51069,7.7
"Gibson County, Tennessee",47053,7.7
"Greene County, Indiana",18055,7.7
"Greensville County, Virginia",51081,7.7
"Gulf County, Florida",12045,7.7
"Hampden County, Massachusetts",25013,7.7
"Hardin County, Iowa",19083,7.7
"Hardin County, Kentucky",21093,7.7
"Hardin County, Tennessee",47071,7.7
"Hartford County, Connecticut",09003,7.7
"Henry County, Indiana",18065,7.7
"Holt County, Missouri",29087,7.7
"Howard County, Iowa",19089,7.7
"Jackson County, Oklahoma",40065,7.7
"Jefferson Parish, Louisiana",22051,7.7
"King George County, Virginia",51099,7.7
"King William County, Virginia",51101,7.7
"Kinney County, Texas",48271,7.7
"Lafayette County, Florida",12067,7.7
"Lake County, Tennessee",47095,7.7
"Lawrence County, Kentucky",21127,7.7
"Lee County, Kentucky",21129,7.7
"Lee County, Virginia",51105,7.7
"Leon County, Florida",12073,7.7
"Louisa County, Virginia",51109,7.7
"Lunenburg County, Virginia",51111,7.7
"Marion County, Iowa",19125,7.7
"Miami-Dade County, Florida",12086,7.7
"Middlesex County, Connecticut",09007,7.7
"Monroe County, Indiana",18105,7.7
"Monroe County, Missouri",29137,7.7
"Morgan County, West Virginia",54065,7.7
"New Kent County, Virginia",51127,7.7
"Norfolk County, Massachusetts",25021,7.7
"Nottoway County, Virginia",51135,7.7
"Orange County, Virginia",51137,7.7
"Passaic County, New Jersey",34031,7.7
"Pierce County, Wisconsin",55093,7.7
"Pinellas County, Florida",12103,7.7
"Polk County, Florida",12105,7.7
"Polk County, Missouri",29167,7.7
"Ritchie County, West Virginia",54085,7.7
"Roane County, West Virginia",54087,7.7
"Sampson County, North Carolina",37163,7.7
"San Francisco County, California",06075,7.7
"Spartanburg County, South Carolina",45083,7.7
"Sussex County, New Jersey",34037,7.7
"Tuscola County, Michigan",26157,7.7
"Union County, Florida",12125,7.7
"Union County, Georgia",13291,7.7
"Yolo County, California",06113,7.7
"Baldwin County, Alabama",01003,7.6
"Bedford City and County, Virginia",51917,7.6
"Bedford County, Tennessee",47003,7.6
"Boone County, West Virginia",54005,7.6
"Calvert County, Maryland",24009,7.6
"Carroll County, Tennessee",47017,7.6
"Cass County, Nebraska",31025,7.6
"Charlotte County, Virginia",51037,7.6
"Clark County, Wisconsin",55019,7.6
"Clarke County, Virginia",51043,7.6
"Clay County, Alabama",01027,7.6
"Clinton County, Missouri",29049,7.6
"Coffee County, Tennessee",47031,7.6
"Cooper County, Missouri",29053,7.6
"Crockett County, Tennessee",47033,7.6
"Crook County, Oregon",41013,7.6
"Culpeper County, Virginia",51047,7.6
"Davis County, Iowa",19051,7.6
"Dickinson County, Kansas",20041,7.6
"Dillon County, South Carolina",45033,7.6
"Dodge County, Minnesota",27039,7.6
"Douglas County, Washington",53017,7.6
"Dunn County, Wisconsin",55033,7.6
"Ector County, Texas",48135,7.6
"Emporia City, Virginia",51595,7.6
"Floyd County, Iowa",19067,7.6
"Franklin County, Florida",12037,7.6
"Giles County, Tennessee",47055,7.6
"Glynn County, Georgia",13127,7.6
"Gratiot County, Michigan",26057,7.6
"Hancock County, Mississippi",28045,7.6
"Harper County, Kansas",20077,7.6
"Harrison County, Ohio",39067,7.6
"Howell County, Missouri",29091,7.6
"Johnson County, Kentucky",21115,7.6
"Kent County, Delaware",10001,7.6
"Kings County, New York",36047,7.6
"La Crosse County, Wisconsin",55063,7.6
"Levy County, Florida",12075,7.6
"Macon County, Missouri",29121,7.6
"Magoffin County, Kentucky",21153,7.6
"Marion County, Kansas",20115,7.6
"Marion County, West Virginia",54049,7.6
"Marshall County, Kansas",20117,7.6
"Martinsville City, Virginia",51690,7.6
"Mason County, Texas",48319,7.6
"McCreary County, Kentucky",21147,7.6
"McCulloch County, Texas",48307,7.6
"Menifee County, Kentucky",21165,7.6
"Mercer County, New Jersey",34021,7.6
"Miller County, Missouri",29131,7.6
"Moniteau County, Missouri",29135,7.6
"Monroe County, Iowa",19135,7.6
"Monroe County, Kentucky",21171,7.6
"Montgomery County, Pennsylvania",42091,7.6
"Morgan County, Alabama",01103,7.6
"Morgan County, Kentucky",21175,7.6
"Newton County, Arkansas",05101,7.6
"Olmsted County, Minnesota",27109,7.6
"Owsley County, Kentucky",21189,7.6
"Pepin County, Wisconsin",55091,7.6
"Polk County, Iowa",19153,7.6
"Randolph County, Missouri",29175,7.6
"Richardson County, Nebraska",31147,7.6
"Richmond County, New York",36085,7.6
"Scotland County, Missouri",29199,7.6
"Scott County, Virginia",51169,7.6
"Shelby County, Missouri",29205,7.6
"Spokane County, Washington",53063,7.6
"St. Clair County, Michigan",26147,7.6
"St. Croix County, Wisconsin",55109,7.6
"St. Francois County, Missouri",29187,7.6
"Stewart County, Tennessee",47161,7.6
"Story County, Iowa",19169,7.6
"Sumner County, Kansas",20191,7.6
"Sussex County, Delaware",10005,7.6
"Sussex County, Virginia",51183,7.6
"Taylor County, Texas",48441,7.6
"Tom Green County, Texas",48451,7.6
"Wayne County, Missouri",29223,7.6
"Webster County, Missouri",29225,7.6
"Williamsburg County, South Carolina",45089,7.6
"Wolfe County, Kentucky",21237,7.6
"Woods County, Oklahoma",40151,7.6
"Young County, Texas",48503,7.6
"Adair County, Missouri",29001,7.5
"Albany County, New York",36001,7.5
"Beckham County, Oklahoma",40009,7.5
"Bledsoe County, Tennessee",47007,7.5
"Calhoun County, West Virginia",54013,7.5
"Camden County, Missouri",29029,7.5
"Cedar County, Missouri",29039,7.5
"Chesapeake City, Virginia",51550,7.5
"Chester County, Tennessee",47023,7.5
"Dallas County, Iowa",19049,7.5
"DeKalb County, Alabama",01049,7.5
"DeKalb County, Missouri",29063,7.5
"DeSoto County, Florida",12027,7.5
"Doddridge County, West Virginia",54017,7.5
"Elliott County, Kentucky",21063,7.5
"Erie County, Pennsylvania",42049,7.5
"Forest County, Pennsylvania",42053,7.5
"Franklin County, Virginia",51067,7.5
"Gasconade County, Missouri",29073,7.5
"Genesee County, Michigan",26049,7.5
"Gilchrist County, Florida",12041,7.5
"Hardee County, Florida",12049,7.5
"Harlan County, Kentucky",21095,7.5
"Hendry County, Florida",12051,7.5
"Highlands County, Florida",12055,7.5
"Howard County, Missouri",29089,7.5
"Howard County, Texas",48227,7.5
"Jones County, Texas",48253,7.5
"Knott County, Kentucky",21119,7.5
"Knox County, Missouri",29103,7.5
"Lea County, New Mexico",35025,7.5
"Leslie County, Kentucky",21131,7.5
"Linn County, Kansas",20107,7.5
"Logan County, West Virginia",54045,7.5
"Lowndes County, Georgia",13185,7.5
"Macon County, Tennessee",47111,7.5
"Madison County, Tennessee",47113,7.5
"Martin County, Kentucky",21159,7.5
"Martin County, Texas",48317,7.5
"Miami County, Kansas",20121,7.5
"Midland County, Michigan",26111,7.5
"Mineral County, Montana",30061,7.5
"Mingo County, West Virginia",54059,7.5
"Moore County, Tennessee",47127,7.5
"Mower County, Minnesota",27099,7.5
"Okanogan County, Washington",53047,7.5
"Oregon County, Missouri",29149,7.5
"Osage County, Missouri",29151,7.5
"Ozark County, Missouri",29153,7.5
"Portage County, Ohio",39133,7.5
"Prince Edward County, Virginia",51147,7.5
"Queen Annes County, Maryland",24035,7.5
"Rapides Parish, Louisiana",22079,7.5
"Real County, Texas",48385,7.5
"Rutland County, Vermont",50021,7.5
"Saratoga County, New York",36091,7.5
"Southampton County, Virginia",51175,7.5
"St. Marys County, Maryland",24037,7.5
"Suffolk City, Virginia",51800,7.5
"Terrebonne Parish, Louisiana",22109,7.5
"Ulster County, New York",36111,7.5
"Volusia County, Florida",12127,7.5
"Warren County, Iowa",19181,7.5
"Wayne County, Kentucky",21231,7.5
"Winchester City, Virginia",51840,7.5
"Woodbury County, Iowa",19193,7.5
"Allen County, Ohio",39003,7.4
"Amherst County, Virginia",51009,7.4
"Appanoose County, Iowa",19007,7.4
"Atchison County, Missouri",29005,7.4
"Bates County, Missouri",29013,7.4
"Benton County, Missouri",29015,7.4
"Boone County, Iowa",19015,7.4
"Buckingham County, Virginia",51029,7.4
"Callahan County, Texas",48059,7.4
"Cape May County, New Jersey",34009,7.4
"Caroline County, Maryland",24011,7.4
"Cerro Gordo County, Iowa",19033,7.4
"Cherokee County, North Carolina",37039,7.4
"Coleman County, Texas",48083,7.4
"Cumberland County, Kentucky",21057,7.4
"Cumberland County, North Carolina",37051,7.4
"Cumberland County, Virginia",51049,7.4
"Dallas County, Missouri",29059,7.4
"Dickson County, Tennessee",47043,7.4
"Douglas County, Missouri",29067,7.4
"Fayette County, West Virginia",54019,7.4
"Flagler County, Florida",12035,7.4
"Fluvanna County, Virginia",51065,7.4
"Franklin County, Iowa",19069,7.4
"Grundy County, Tennessee",47061,7.4
"Hamilton County, Iowa",19079,7.4
"Harvey County, Kansas",20079,7.4
"Henderson County, Tennessee",47077,7.4
"Henry County, Missouri",29083,7.4
"Howard County, Maryland",24027,7.4
"Isle of Wight County, Virginia",51093,7.4
"James City County, Virginia",51095,7.4
"Kenosha County, Wisconsin",55059,7.4
"Kimble County, Texas",48267,7.4
"Lee County, Florida",12071,7.4
"Lorain County, Ohio",39093,7.4
"Madison County, Alabama",01089,7.4
"Madison County, Missouri",29123,7.4
"Marion County, South Carolina",45067,7.4
"Marshall County, Tennessee",47117,7.4
"Martin County, Florida",12085,7.4
"Maverick County, Texas",48323,7.4
"McMinn County, Tennessee",47107,7.4
"Mitchell County, Iowa",19131,7.4
"Morgan County, Missouri",29141,7.4
"Morgan County, Tennessee",47129,7.4
"Newaygo County, Michigan",26123,7.4
"Newport News City, Virginia",51700,7.4
"Nodaway County, Missouri",29147,7.4
"Otoe County, Nebraska",31131,7.4
"Pettis County, Missouri",29159,7.4
"Portsmouth City, Virginia",51740,7.4
"Rensselaer County, New York",36083,7.4
"Rice County, Minnesota",27131,7.4
"Roanoke City, Virginia",51770,7.4
"Runnels County, Texas",48399,7.4
"Sauk County, Wisconsin",55111,7.4
"Saunders County, Nebraska",31155,7.4
"Schuyler County, Missouri",29197,7.4
"Shawano County, Wisconsin",55115,7.4
"St. Clair County, Missouri",29185,7.4
"St. Lucie County, Florida",12111,7.4
"Stephens County, Texas",48429,7.4
"Trousdale County, Tennessee",47169,7.4
"Trumbull County, Ohio",39155,7.4
"Warren County, New Jersey",34041,7.4
"Warren County, Pennsylvania",42123,7.4
"Washington County, Tennessee",47179,7.4
"Westmoreland County, Virginia",51193,7.4
"Wicomico County, Maryland",24045,7.4
"Wilbarger County, Texas",48487,7.4
"Wyoming County, Pennsylvania",42131,7.4
"York County, Virginia",51199,7.4
"Andrews County, Texas",48003,7.3
"Appomattox County, Virginia",51011,7.3
"Bell County, Kentucky",21013,7.3
"Benton County, Tennessee",47005,7.3
"Bradford County, Pennsylvania",42015,7.3
"Brown County, Wisconsin",55009,7.3
"Cannon County, Tennessee",47015,7.3
"Carter County, Missouri",29035,7.3
"Chariton County, Missouri",29041,7.3
"Charlottesville City, Virginia",51540,7.3
"Clark County, Indiana",18019,7.3
"Clay County, Tennessee",47027,7.3
"Clinton County, Kentucky",21053,7.3
"Cumberland County, Tennessee",47035,7.3
"Dona Ana County, New Mexico",35013,7.3
"Edwards County, Texas",48137,7.3
"Fayette County, Pennsylvania",42051,7.3
"Fremont County, Iowa",19071,7.3
"Gaines County, Texas",48165,7.3
"Gentry County, Missouri",29075,7.3
"Glasscock County, Texas",48173,7.3
"Greene County, North Carolina",37079,7.3
"Greer County, Oklahoma",40055,7.3
"Harrison County, West Virginia",54033,7.3
"Hertford County, North Carolina",37091,7.3
"Hickory County, Missouri",29085,7.3
"Howard County, Indiana",18067,7.3
"Huron County, Michigan",26063,7.3
"Island County, Washington",53029,7.3
"Kalamazoo County, Michigan",26077,7.3
"King and Queen County, Virginia",51097,7.3
"Laclede County, Missouri",29105,7.3
"Letcher County, Kentucky",21133,7.3
"Linn County, Missouri",29115,7.3
"Macomb County, Michigan",26099,7.3
"Maries County, Missouri",29125,7.3
"McKean County, Pennsylvania",42083,7.3
"McPherson County, Kansas",20113,7.3
"Mills County, Iowa",19129,7.3
"Nemaha County, Nebraska",31127,7.3
"Ouachita Parish, Louisiana",22073,7.3
"Patrick County, Virginia",51141,7.3
"Phelps County, Missouri",29161,7.3
"Pike County, Pennsylvania",42103,7.3
"Pulaski County, Missouri",29169,7.3
"Raleigh County, West Virginia",54081,7.3
"Reno County, Kansas",20155,7.3
"Saline County, Missouri",29195,7.3
"Schenectady County, New York",36093,7.3
"Smith County, Tennessee",47159,7.3
"St. Lawrence County, New York",36089,7.3
"Steele County, Minnesota",27147,7.3
"Sullivan County, Missouri",29211,7.3
"Taylor County, West Virginia",54091,7.3
"Warren County, Tennessee",47177,7.3
"Webster County, Iowa",19187,7.3
"Wise County, Virginia",51195,7.3
"Woodward County, Oklahoma",40153,7.3
"Worcester County, Maryland",24047,7.3
"Wright County, Iowa",19197,7.3
"York County, Maine",23031,7.3
"Allegany County, Maryland",24001,7.2
"Baylor County, Texas",48023,7.2
"Berkshire County, Massachusetts",25003,7.2
"Blue Earth County, Minnesota",27013,7.2
"Botetourt County, Virginia",51023,7.2
"Broome County, New York",36007,7.2
"Buchanan County, Virginia",51027,7.2
"Cameron County, Pennsylvania",42023,7.2
"Carroll County, Virginia",51035,7.2
"Carver County, Minnesota",27019,7.2
"Cattaraugus County, New York",36009,7.2
"Coffee County, Georgia",13069,7.2
"Coke County, Texas",48081,7.2
"Columbia County, Oregon",41009,7.2
"Concho County, Texas",48095,7.2
"Crawford County, Missouri",29055,7.2
"Crockett County, Texas",48105,7.2
"Daviess County, Missouri",29061,7.2
"DeKalb County, Tennessee",47041,7.2
"Decatur County, Tennessee",47039,7.2
"Dixie County, Florida",12029,7.2
"Dodge County, Nebraska",31053,7.2
"Essex County, Virginia",51057,7.2
"Fisher County, Texas",48151,7.2
"Franklin City, Virginia",51620,7.2
"Freeborn County, Minnesota",27047,7.2
"Gage County, Nebraska",31067,7.2
"Genesee County, New York",36037,7.2
"Gilmer County, West Virginia",54021,7.2
"Glades County, Florida",12043,7.2
"Gloucester County, Virginia",51073,7.2
"Greene County, Missouri",29077,7.2
"Grundy County, Missouri",29079,7.2
"Harrison County, Missouri",29081,7.2
"Haskell County, Texas",48207,7.2
"Henderson County, North Carolina",37089,7.2
"Horry County, South Carolina",45051,7.2
"Houston County, Tennessee",47083,7.2
"Humphreys County, Tennessee",47085,7.2
"Iron County, Missouri",29093,7.2
"Isabella County, Michigan",26073,7.2
"Johnson County, Missouri",29101,7.2
"Johnson County, Nebraska",31097,7.2
"Kewaunee County, Wisconsin",55061,7.2
"Kingman County, Kansas",20095,7.2
"Lafayette County, Missouri",29107,7.2
"Lewis County, West Virginia",54041,7.2
"Loudon County, Tennessee",47105,7.2
"Loudoun County, Virginia",51107,7.2
"Lucas County, Iowa",19117,7.2
"McDowell County, North Carolina",37111,7.2
"Menard County, Texas",48327,7.2
"Monongalia County, West Virginia",54061,7.2
"Montgomery County, Virginia",51121,7.2
"Nolan County, Texas",48353,7.2
"Oconto County, Wisconsin",55083,7.2
"Okeechobee County, Florida",12093,7.2
"Page County, Iowa",19145,7.2
"Pawnee County, Nebraska",31133,7.2
"Placer County, California",06061,7.2
"Prince Georges County, Maryland",24033,7.2
"Putnam County, Missouri",29171,7.2
"Rabun County, Georgia",13241,7.2
"Saline County, Kansas",20169,7.2
"Schleicher County, Texas",48413,7.2
"Scott County, Tennessee",47151,7.2
"Scurry County, Texas",48415,7.2
"Surry County, Virginia",51181,7.2
"Sutton County, Texas",48435,7.2
"Swain County, North Carolina",37173,7.2
"Talbot County, Maryland",24041,7.2
"Texas County, Missouri",29215,7.2
"Thurston County, Washington",53067,7.2
"Tioga County, New York",36107,7.2
"Towns County, Georgia",13281,7.2
"Upton County, Texas",48461,7.2
"Van Buren County, Iowa",19177,7.2
"Warren County, Virginia",51187,7.2
"Washington County, Missouri",29221,7.2
"Washington County, Virginia",51191,7.2
"Wayne County, Iowa",19185,7.2
"Wayne County, Tennessee",47181,7.2
"Williamsburg City, Virginia",51830,7.2
"Worth County, Iowa",19195,7.2
"Wright County, Missouri",29229,7.2
"Alachua County, Florida",12001,7.1
"Atlantic County, New Jersey",34001,7.1
"Augusta County, Virginia",51015,7.1
"Barber County, Kansas",20007,7.1
"Butte County, California",06007,7.1
"Cabell County, West Virginia",54011,7.1
"Caldwell County, Missouri",29025,7.1
"Carroll County, Iowa",19027,7.1
"Charleston County, South Carolina",45019,7.1
"Chesterfield County, South Carolina",45025,7.1
"Clark County, Washington",53011,7.1
"Clarke County, Iowa",19039,7.1
"Clay County, Kansas",20027,7.1
"Clay County, West Virginia",54015,7.1
"Columbia County, New York",36021,7.1
"Crane County, Texas",48103,7.1
"Dawson County, Texas",48115,7.1
"Decatur County, Iowa",19053,7.1
"Dickenson County, Virginia",51051,7.1
"Duplin County, North Carolina",37061,7.1
"Erie County, New York",36029,7.1
"Georgetown County, South Carolina",45043,7.1
"Gilliam County, Oregon",41021,7.1
"Gloucester County, New Jersey",34015,7.1
"Greene County, Iowa",19073,7.1
"Greene County, Virginia",51079,7.1
"Hancock County, Iowa",19081,7.1
"Harrison County, Iowa",19085,7.1
"Harrisonburg City, Virginia",51660,7.1
"Indian River County, Florida",12061,7.1
"Ingham County, Michigan",26065,7.1
"Irion County, Texas",48235,7.1
"Jackson County, Tennessee",47087,7.1
"Knox County, Texas",48275,7.1
"Lenoir County, North Carolina",37107,7.1
"Lewis County, Idaho",16061,7.1
"Livingston County, Missouri",29117,7.1
"Madison County, Iowa",19121,7.1
"Madison County, Virginia",51113,7.1
"Mariposa County, California",06043,7.1
"McDowell County, West Virginia",54047,7.1
"Mercer County, Missouri",29129,7.1
"Mercer County, West Virginia",54055,7.1
"Middlesex County, Virginia",51119,7.1
"Mitchell County, Texas",48335,7.1
"Norfolk City, Virginia",51710,7.1
"Orleans County, New York",36073,7.1
"Pulaski County, Virginia",51155,7.1
"Radford City, Virginia",51750,7.1
"Randolph County, Illinois",17157,7.1
"Ray County, Missouri",29177,7.1
"Reagan County, Texas",48383,7.1
"Ringgold County, Iowa",19159,7.1
"Rockingham County, Virginia",51165,7.1
"Russell County, Virginia",51167,7.1
"Shackelford County, Texas",48417,7.1
"Shannon County, Missouri",29203,7.1
"Shenandoah County, Virginia",51171,7.1
"Sullivan County, Tennessee",47163,7.1
"Sumner County, Tennessee",47165,7.1
"Taylor County, Iowa",19173,7.1
"Throckmorton County, Texas",48447,7.1
"Tolland County, Connecticut",09013,7.1
"Union County, Iowa",19175,7.1
"Ward County, Texas",48475,7.1
"Wasco County, Oregon",41065,7.1
"Waseca County, Minnesota",27161,7.1
"Washington County, Kansas",20201,7.1
"Washington County, New York",36115,7.1
"Wayne County, Pennsylvania",42127,7.1
"Winkler County, Texas",48495,7.1
"Worth County, Missouri",29227,7.1
"Wyoming County, West Virginia",54109,7.1
"Adams County, Iowa",19003,7.0
"Allegan County, Michigan",26005,7.0
"Bertie County, North Carolina",37015,7.0
"Bladen County, North Carolina",37017,7.0
"Calhoun County, Iowa",19025,7.0
"Carroll County, Missouri",29033,7.0
"Carter County, Tennessee",47019,7.0
"Cass County, Iowa",19029,7.0
"Cayuga County, New York",36011,7.0
"Chelan County, Washington",53007,7.0
"Clay County, North Carolina",37043,7.0
"Colusa County, California",06011,7.0
"Crawford County, Iowa",19047,7.0
"Dakota County, Minnesota",27037,7.0
"Douglas County, Nebraska",31055,7.0
"El Dorado County, California",06017,7.0
"Faribault County, Minnesota",27043,7.0
"Fentress County, Tennessee",47049,7.0
"Ferry County, Washington",53019,7.0
"Gates County, North Carolina",37073,7.0
"Giles County, Virginia",51071,7.0
"Guthrie County, Iowa",19077,7.0
"Hampshire County, West Virginia",54027,7.0
"Hardeman County, Texas",48197,7.0
"Harford County, Maryland",24025,7.0
"Henrico County, Virginia",51087,7.0
"Hickman County, Tennessee",47081,7.0
"Humboldt County, Iowa",19091,7.0
"Kittitas County, Washington",53037,7.0
"Klickitat County, Washington",53039,7.0
"Le Sueur County, Minnesota",27079,7.0
"Martin County, North Carolina",37117,7.0
"Mecosta County, Michigan",26107,7.0
"Mineral County, West Virginia",54057,7.0
"Monroe County, Florida",12087,7.0
"Nicholas County, West Virginia",54067,7.0
"Nicollet County, Minnesota",27103,7.0
"Norton City, Virginia",51720,7.0
"Overton County, Tennessee",47133,7.0
"Pike County, Kentucky",21195,7.0
"Pulaski County, Kentucky",21199,7.0
"Reynolds County, Missouri",29179,7.0
"Richmond County, Virginia",51159,7.0
"Roane County, Tennessee",47145,7.0
"San Luis Obispo County, California",06079,7.0
"San Mateo County, California",06081,7.0
"Sherman County, Oregon",41055,7.0
"Somerset County, Maryland",24039,7.0
"Sterling County, Texas",48431,7.0
"Sullivan County, Pennsylvania",42113,7.0
"Summers County, West Virginia",54089,7.0
